,symbol,und_lastdt,und_last,und_firstdt,und_hi_1d,und_lo_1d,und_ch_1d,und_hi_1y,und_lo_1y,und_ch_1y,und_hi_25,und_lo_25,und_ch_25,rvol_startdt_1d,rvol_1,rvol_1_dly,rvol_1_woX,rvol_startdt_3d,rvol_3,rvol_3_dly,rvol_3_woX,rvol_startdt_7d,rvol_7,rvol_7_dly,rvol_7_woX,rvol_startdt_25d,rvol_25,rvol_25_dly,rvol_25_woX,rvol_startdt_45d,rvol_45,rvol_45_dly,rvol_45_woX,rvol_startdt_100d,rvol_100,rvol_100_dly,rvol_100_woX,rvol_wo_startdt_1d,rvol_1_wo,rvol_1_wo_dly,rvol_wo_startdt_3d,rvol_3_wo,rvol_3_wo_dly,rvol_wo_startdt_7d,rvol_7_wo,rvol_7_wo_dly,rvol_wo_startdt_25d,rvol_25_wo,rvol_25_wo_dly,rvol_wo_startdt_45d,rvol_45_wo,rvol_45_wo_dly,rvol_wo_startdt_100d,rvol_100_wo,rvol_100_wo_dly,rvol_25_wt,rvol_25_wt_dly,ivol_lastdt,ivol_firstdt,tte,ivol,ivol_ch,ivol_%ile,strad$,strad%,earning,earning_prev
10,TLT,2021-12-08 14:29:00,149.025,2020-12-23 14:59:00,150.615,148.62,-1.3014106894496347,5.754940711462447,11.939457672951258,-0.04897894065092523,3.9013380622279437,3.1743284408751093,0.023663964830333988,2021-12-07 14:59:00,11.566833405016554,21.4129827643794,11.566833405016554,2021-12-03 14:59:00,10.958362783494497,18.619674253171183,10.958362783494497,2021-11-29 14:59:00,15.390684608221413,17.194666109954653,15.390684608221413,2021-11-02 14:59:00,14.781541895622821,18.272701800221586,14.781541895622821,2021-10-05 14:59:00,13.695178855585327,16.337693942944544,13.695178855585327,2021-07-19 14:59:00,12.601175433002792,14.185752581375057,12.601175433002792,2021-12-07 14:59:00,11.566833405016554,21.4129827643794,2021-12-03 14:59:00,10.958362783494497,18.619674253171183,2021-11-29 14:59:00,15.390684608221413,17.194666109954653,2021-11-02 14:59:00,14.781541895622821,18.272701800221586,2021-10-05 14:59:00,13.695178855585327,16.337693942944544,2021-07-19 14:59:00,12.601175433002792,14.185752581375057,15.247526658828805,18.798927250093275,12/08/2021 14:22,10/28/2021 14:45,7.2666,15.278486972752686,-0.015907763111693896,44.827586206896555,3.082339320764098,2.0700735037685414,n/a,n/a
11,ARKK,2021-12-08 14:29:00,103.42,2020-12-22 14:59:00,103.86,98.455,3.280571228841061,35.198471130047935,16.03276113542018,-0.2339826679505221,17.76726434222558,16.03276113542018,-0.16985069834644412,2021-12-07 14:59:00,43.36810622746508,53.97743829059826,43.36810622746508,2021-12-03 14:59:00,54.75104688976336,59.49229103449738,54.75104688976336,2021-11-29 14:59:00,52.710505237832926,65.58418477279818,52.710505237832926,2021-11-02 14:59:00,37.71347304528009,42.052470214317836,37.71347304528009,2021-10-05 14:59:00,32.60393518685438,36.31043137357518,32.60393518685438,2021-07-19 14:59:00,29.74276929493592,31.67789181177142,29.74276929493592,2021-12-07 14:59:00,43.36810622746508,53.97743829059826,2021-12-03 14:59:00,54.75104688976336,59.49229103449738,2021-11-29 14:59:00,52.710505237832926,65.58418477279818,2021-11-02 14:59:00,37.71347304528009,42.052470214317836,2021-10-05 14:59:00,32.60393518685438,36.31043137357518,2021-07-19 14:59:00,29.74276929493592,31.67789181177142,43.07804461626908,49.68857863211532,12/08/2021 14:22,10/28/2021 14:45,7.2666,41.82558401331901,-0.0028402428444705974,79.3103448275862,5.853933255596581,5.6669245717868035,n/a,n/a
12,MSFT,2021-12-08 14:29:00,332.845,2020-12-24 14:59:00,335.525,331.0,-0.6210345599761092,4.772190830412689,56.92093724954034,0.49788488366860184,4.772190830412689,4.623823219702339,-0.003413326945820879,2021-12-07 14:59:00,18.46789480248941,10.218298064292195,18.46789480248941,2021-12-03 14:59:00,24.255796866163152,25.71855485189724,24.255796866163152,2021-11-29 14:59:00,28.0761975695699,23.172338823565124,28.0761975695699,2021-11-02 14:59:00,21.248385848868352,18.27898394809625,21.248385848868352,2021-10-05 14:59:00,20.065972358099607,19.79742630537529,20.065972358099607,2021-07-19 14:59:00,18.8260259992338,18.746851331723786,18.8260259992338,2021-12-07 14:59:00,18.46789480248941,10.218298064292195,2021-12-03 14:59:00,24.255796866163152,25.71855485189724,2021-11-29 14:59:00,28.0761975695699,23.172338823565124,2021-11-02 14:59:00,21.248385848868352,18.27898394809625,2021-10-05 14:59:00,20.065972358099607,19.79742630537529,2021-07-19 14:59:00,18.8260259992338,18.746851331723786,23.918036310698877,21.202899497313055,12/08/2021 14:22,10/28/2021 14:46,7.2666,20.3688564787528,-0.009446751915091922,65.51724137931035,9.189188791065048,2.75976477081314,26Oct,27Jul
13,AAPL,2021-12-08 14:29:00,174.32999999999998,2020-12-29 14:59:00,175.7,170.89499999999998,1.825297158377384,0.7797381900967585,49.78090901280177,0.29224268929987757,0.7797381900967585,18.141772838167512,0.1508070105951082,2021-12-07 14:59:00,27.90886964621913,30.0328381417665,27.90886964621913,2021-12-03 14:59:00,35.42994360028713,41.11702846796747,35.42994360028713,2021-11-29 14:59:00,40.25091328393201,34.378726839399576,40.25091328393201,2021-11-02 14:59:00,28.314871041805308,25.668020724317213,28.314871041805308,2021-10-05 14:59:00,25.847535048522204,21.91837613628879,25.847535048522204,2021-07-19 14:59:00,22.769490573063685,20.715799060484276,22.769490573063685,2021-12-07 14:59:00,27.90886964621913,30.0328381417665,2021-12-03 14:59:00,35.42994360028713,41.11702846796747,2021-11-29 14:59:00,40.25091328393201,34.378726839399576,2021-11-02 14:59:00,28.314871041805308,25.668020724317213,2021-10-05 14:59:00,25.847535048522204,21.91837613628879,2021-07-19 14:59:00,22.769490573063685,20.715799060484276,32.95782894540819,29.65545519525252,12/08/2021 14:22,10/27/2021 14:56,7.2666,29.39579071832895,0.01963408359441854,86.66666666666667,6.942850290590809,3.9828189530062166,28Oct,27Jul
14,AMZN,2021-12-08 14:30:00,3526.4700000000003,2020-12-16 14:59:00,3541.935,3495.9350000000004,0.08017266211551598,6.530341784062436,22.220046476244608,0.08825544363797963,6.233597719700807,6.9304498909915795,0.042102603579497126,2021-12-07 14:59:00,21.4238009467927,1.3177516073726776,21.4238009467927,2021-12-03 14:59:00,30.727187007502092,27.39594096239866,30.727187007502092,2021-11-29 14:59:00,31.171988650526846,24.4244780941342,31.171988650526846,2021-11-02 14:59:00,27.933142580747006,28.12227789581684,27.933142580747006,2021-10-05 14:59:00,26.658503082880785,25.736178969191652,26.658503082880785,2021-07-19 14:59:00,25.351001610976564,24.36217670747166,25.351001610976564,2021-12-07 14:59:00,21.4238009467927,1.3177516073726776,2021-12-03 14:59:00,30.727187007502092,27.39594096239866,2021-11-29 14:59:00,31.171988650526846,24.4244780941342,2021-11-02 14:59:00,27.933142580747006,28.12227789581684,2021-10-05 14:59:00,26.658503082880785,25.736178969191652,2021-07-19 14:59:00,25.351001610976564,24.36217670747166,29.119776308605672,26.78424820086987,12/08/2021 14:22,10/27/2021 14:56,7.2666,24.03663632046036,-0.006693883257988753,23.333333333333332,114.8905490958064,3.2567101739486475,28Oct,29Jul
15,FB,2021-12-08 14:30:00,331.87,2020-12-23 14:59:00,332.70000000000005,323.7,2.785907859078592,13.630626293120274,35.57334858450099,0.23806681464624796,6.133416300151306,10.721137004353842,0.000527593120185747,2021-12-07 14:59:00,23.309360927306383,45.790353749305126,23.309360927306383,2021-12-03 14:59:00,29.02026579407672,43.45698908714591,29.02026579407672,2021-11-29 14:59:00,34.124946330699885,45.722470415659586,34.124946330699885,2021-11-02 14:59:00,30.072397907575667,32.62181760196961,30.072397907575667,2021-10-05 14:59:00,31.450481717977414,31.600973804617187,31.450481717977414,2021-07-19 14:59:00,27.724728923670693,29.3055751658578,27.724728923670693,2021-12-07 14:59:00,23.309360927306383,45.790353749305126,2021-12-03 14:59:00,29.02026579407672,43.45698908714591,2021-11-29 14:59:00,34.124946330699885,45.722470415659586,2021-11-02 14:59:00,30.072397907575667,32.62181760196961,2021-10-05 14:59:00,31.450481717977414,31.600973804617187,2021-07-19 14:59:00,27.724728923670693,29.3055751658578,31.77125515584291,36.081269799407,12/08/2021 14:22,10/27/2021 14:56,7.2666,29.584473546875543,-0.0010974804928988724,16.666666666666668,13.303424525747898,4.00838348205199,25Oct,28Jul
16,UBER,2021-12-08 14:30:00,38.875,2020-12-17 14:59:00,39.405,38.129999999999995,2.087710084033618,39.172273509622904,10.205527994330245,-0.23217460003950222,20.141741988496303,10.205527994330245,-0.14971566054243218,2021-12-07 14:59:00,50.20129046297449,34.31448135025848,50.20129046297449,2021-12-03 14:59:00,61.89655135225542,70.6747899821521,61.89655135225542,2021-11-29 14:59:00,66.49725343580205,79.55427781473257,66.49725343580205,2021-11-02 14:59:00,61.460695974695035,61.010143800800286,61.460695974695035,2021-10-05 14:59:00,51.33617999491298,49.67396131769626,51.33617999491298,2021-07-19 14:59:00,46.197754729536186,44.65369773328938,46.197754729536186,2021-12-07 14:59:00,50.20129046297449,34.31448135025848,2021-12-03 14:59:00,61.89655135225542,70.6747899821521,2021-11-29 14:59:00,66.49725343580205,79.55427781473257,2021-11-02 14:59:00,61.460695974695035,61.010143800800286,2021-10-05 14:59:00,51.33617999491298,49.67396131769626,2021-07-19 14:59:00,46.197754729536186,44.65369773328938,62.46547886492695,63.76811738929299,12/08/2021 14:22,10/28/2021 14:46,7.2666,46.34728437622464,-0.010049235133182288,72.41379310344827,2.433646327801055,6.279567180307164,04Nov,04Aug
17,NFLX,2021-12-08 14:37:00,630.3050000000001,2020-12-17 14:59:00,632.445,624.04,0.7480519480519582,9.919753042310063,31.57532173386635,0.1826608250227508,9.919753042310063,6.01111737152372,-0.08430488061772243,2021-12-07 14:59:00,26.7453518807652,12.206092484227101,26.7453518807652,2021-12-03 14:59:00,30.522585758309084,25.592257695381203,30.522585758309084,2021-11-29 14:59:00,34.16077514498474,36.84702557914461,34.16077514498474,2021-11-02 14:59:00,28.702314874326735,30.61145097449336,28.702314874326735,2021-10-05 14:59:00,27.632731185973707,27.97579392213351,27.632731185973707,2021-07-19 14:59:00,26.310873902139026,25.772850411762114,26.310873902139026,2021-12-07 14:59:00,26.7453518807652,12.206092484227101,2021-12-03 14:59:00,30.522585758309084,25.592257695381203,2021-11-29 14:59:00,34.16077514498474,36.84702557914461,2021-11-02 14:59:00,28.702314874326735,30.61145097449336,2021-10-05 14:59:00,27.632731185973707,27.97579392213351,2021-07-19 14:59:00,26.310873902139026,25.772850411762114,30.894469279343532,29.95880179654992,12/08/2021 14:25,10/28/2021 14:45,7.2607,27.900995914321868,-0.010914946637343548,27.586206896551722,23.826750517024877,3.7787550710588795,19Oct,20Jul
18,FUBO,2021-12-08 14:30:00,19.89,2020-12-17 14:57:00,20.119999999999997,18.33,6.993006993006996,67.60322501832397,37.12512926577043,-0.4337366548042704,43.05754365874606,22.099447513812162,-0.4131877858091164,2021-12-07 14:59:00,90.21708428629258,114.94000526171797,90.21708428629258,2021-12-03 14:59:00,95.37956883930555,91.94404003881719,95.37956883930555,2021-11-29 14:59:00,95.75587939928806,92.32448038652966,95.75587939928806,2021-11-02 14:59:00,84.4354877826262,94.88016572909787,84.4354877826262,2021-10-05 14:59:00,74.31558200047803,82.37933135322311,74.31558200047803,2021-07-19 14:59:00,72.05357786411518,71.35734133665473,72.05357786411518,2021-12-07 14:59:00,90.21708428629258,114.94000526171797,2021-12-03 14:59:00,95.37956883930555,91.94404003881719,2021-11-29 14:59:00,95.75587939928806,92.32448038652966,2021-11-02 14:59:00,84.4354877826262,94.88016572909787,2021-10-05 14:59:00,74.31558200047803,82.37933135322311,2021-07-19 14:59:00,72.05357786411518,71.35734133665473,85.62363113915437,86.8459590639664,12/08/2021 14:22,10/28/2021 14:46,7.2666,75.83673673114713,-0.006214442730279379,44.827586206896555,2.0406507929903146,10.275076295145348,09Nov,10Aug
19,SOFI,2021-12-08 14:30:00,16.814999999999998,2020-12-31 14:58:00,17.145,16.270000000000003,1.2037315678603413,40.277037826318605,42.37933954276035,0.36264181523500794,31.015384615384626,15.765920826161786,-0.2673202614379087,2021-12-07 14:59:00,61.588417884240954,19.785038522329597,61.588417884240954,2021-12-03 14:59:00,74.7163438599391,61.81854478465812,74.7163438599391,2021-11-29 14:59:00,77.13401945667198,78.02211154381048,77.13401945667198,2021-11-02 14:59:00,89.36094681893385,74.25517993669945,89.36094681893385,2021-10-05 14:59:00,77.42995361820986,75.97340177655788,77.42995361820986,2021-07-19 14:59:00,68.09004993775389,69.37573284652873,68.09004993775389,2021-12-07 14:59:00,61.588417884240954,19.785038522329597,2021-12-03 14:59:00,74.7163438599391,61.81854478465812,2021-11-29 14:59:00,77.13401945667198,78.02211154381048,2021-11-02 14:59:00,89.36094681893385,74.25517993669945,2021-10-05 14:59:00,77.42995361820986,75.97340177655788,2021-07-19 14:59:00,68.09004993775389,69.37573284652873,83.19248515795124,73.6951863224083,12/08/2021 14:22,10/28/2021 14:46,7.2666,67.09957262404109,0.004189904179807136,6.896551724137931,1.5236990145880578,9.091282903270033,10Nov,12Aug
20,SPCE,2021-12-08 14:30:00,16.255000000000003,2020-12-22 14:59:00,16.535,15.33,3.998720409468993,73.93570111440712,18.433515482695817,-0.36192345436702644,24.83236994219652,18.433515482695817,-0.18439538384345194,2021-12-07 14:59:00,71.48420061406846,65.7246511213442,71.48420061406846,2021-12-03 14:59:00,76.34368741740244,73.86292691334772,76.34368741740244,2021-11-29 14:59:00,72.90258825104635,71.84621959494619,72.90258825104635,2021-11-02 14:59:00,63.15344131746959,50.30938802462611,63.15344131746959,2021-10-05 14:59:00,71.41416014644525,59.27789151521156,71.41416014644525,2021-07-19 14:59:00,70.17392842363364,66.82903811232771,70.17392842363364,2021-12-07 14:59:00,71.48420061406846,65.7246511213442,2021-12-03 14:59:00,76.34368741740244,73.86292691334772,2021-11-29 14:59:00,72.90258825104635,71.84621959494619,2021-11-02 14:59:00,63.15344131746959,50.30938802462611,2021-10-05 14:59:00,71.41416014644525,59.27789151521156,2021-07-19 14:59:00,70.17392842363364,66.82903811232771,65.36798374724874,56.16040898315743,12/08/2021 14:22,10/28/2021 14:46,7.2666,67.8899261023207,0.010342044080276946,37.93103448275862,1.493814873261384,9.198367446190787,08Nov,05Aug
